Data Source	World Development Indicators																																																													
																																																														
Last Updated Date	24-01-19																																																													
																																																														
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Saudi Arabia	SAU	Manufactures imports (% of merchandise imports)	TM.VAL.MANF.ZS.UN									64.8481298	68.06112925					76.3295132	81.21825285	83.57897192	85.74688559	86.18066377	84.41848561	82.41266267	82.62024631	84.57247445	84.98886477	80.90530291	82.29136837	79.97981417	74.64293634	75.34045823	79.6276308	81.02076204	82.35540038	84.90026647	83.20903848	80.82125358	76.32558832	75.89911776		77.50823043	76.84959276	76.42868771	79.32464808	79.26222893	79.28715136	79.01733951	79.66106097	80.28525178	81.01476672	79.44670984	80.23444956	77.72390489	77.79519542	79.51090812	78.58168362	78.67996534	80.66797642	76.54018204		
Saudi Arabia	SAU	Insurance and financial services (% of commercial service imports)	TM.VAL.INSF.ZS.WT												3.669724771	3.289473684	2.928870293	3.412073491	4.324324324	5.53030303	5.736348593	4.728903384	2.205882353	3.113553114	2.555820812	3.561827957	3.648219951	3.617106315	2.357171394	2.057390363	2.047477745	2.934936351	2.304550758	2.229701304	2.380952381	1.992997766	1.672034971	2.269179004	2.807049922	1.91102252	1.646749301	2.86163619	2.452413824	2.281712138	3.598414482	3.727954062	3.840596754	3.341106901	20.44161591	24.23247503	7.593354215	6.713170471	5.716267716	5.29956425	6.494324773	6.764229522	6.390401118	5.210095998	5.275557258	4.954513537	5.518418514	
Saudi Arabia	SAU	ICT goods imports (% total goods imports)	TM.VAL.ICTG.ZS.UN																																									4.152122706	4.875731813	5.224876267	5.662335336	5.275353901	6.654116296	7.002816322	6.830782944	6.47497442	7.494381548	7.346242083	8.181264052	7.437049887	7.42800208	7.445341395	7.768644639	6.696521257		
Saudi Arabia	SAU	Fuel imports (% of merchandise imports)	TM.VAL.FUEL.ZS.UN									1.13744499	1.358041428					1.011644045	0.685357158	0.743185178	0.565465025	0.672388633	0.639070874	0.638963959	0.725140297	0.474129295	0.513134519	0.618981053	0.504542984	0.2484331	0.259935872	0.23379997	0.286233173	0.251250965	0.229130971	0.130020682	0.172372488	0.238231289	0.247346316	0.221566087		0.212695334	0.227414656	0.170812224	0.215655413	0.212054624	0.233102498	0.238779896	0.224594317	0.25040724	0.245117969	0.250583209	0.238882326	0.254481076	0.285907843	0.467974579	1.407429726	1.565340968	0.773826577	0.598015151		
Saudi Arabia	SAU	Food imports (% of merchandise imports)	TM.VAL.FOOD.ZS.UN									31.32874932	27.78075908					19.85542405	15.63727529	11.81530783	10.56406698	11.32653547	12.70683976	14.11749256	14.43094543	12.92933034	12.17407051	15.57917819	14.94073302	16.46288015	16.05441451	14.95710504	16.21820508	14.75062823	13.48325166	10.93177993	10.9096234	11.90825542	16.69147384	17.72242681		16.36984278	17.89610889	19.16182987	16.23199905	16.79138461	16.9248415	16.16035137	15.11079443	13.67928049	13.34184772	14.5799387	15.10821588	16.0559351	15.50185485	14.22033287	14.88853625	14.63263661	14.05999995	14.90011541		
Saudi Arabia	SAU	Agricultural raw materials imports (% of merchandise imports)	TM.VAL.AGRI.ZS.UN									1.928495648	2.214135162					1.686515607	1.44512322	2.094257928	1.425718729	0.990784612	1.123256748	1.32513197	1.08343054	0.938802404	1.008445443	0.903216979	0.743688123	0.642784606	0.646773999	0.733431291	0.761555459	0.744646086	1.019354828	1.141830709	1.190098526	1.323952487	1.171767412	1.103079808		1.011600727	0.866570454	0.979622339	0.983455781	0.950722451	0.859669793	0.767258295	0.699393554	0.650664224	0.674636208	0.681011762	0.673356784	0.935427618	0.853836676	0.777061885	0.730664745	0.702517402	0.768347261	0.769825053		
Saudi Arabia	SAU	Import unit value index (2000 = 100)	TM.UVI.MRCH.XD.WD																																									100	99.144	98.86738824	103.221508	111.2851722	115.9012812	154.1197286	175.137036	194.1709291	188.3283258	196.4546931	217.3574725	225.3996989	222.8707143	207.8612069	185.4724763	153.9756304	143.9494018	
Saudi Arabia	SAU	"Tariff rate, most favored nation, weighted mean, primary products (%)"	TM.TAX.TCOM.WM.FN.ZS																																			9.14					13.24	17.07	10.71	7.22	10.67	10.46	3.29	3.39	3.4	2.65	2.56		3.79	3.49	3.49	3.32	3.99			
Saudi Arabia	SAU	"Tariff rate, applied, weighted mean, primary products (%)"	TM.TAX.TCOM.WM.AR.ZS																																			9.14					13.24	17.07	10.71	7.22	10.67	10.46	2.7	2.82	2.85	2.18	2.06		3.79	2.69	2.69	2.46	3.99			
Saudi Arabia	SAU	"Share of tariff lines with specific rates, primary products (%)"	TM.TAX.TCOM.SR.ZS																																			0.658376					0.930525	1.254122	1.578681	0.6706671	1.228246	1.514631	0.6447852	0.7255766	1.310558	1.474719	1.810865		2.050729	1.401384	1.401384	0	1.799632			
Saudi Arabia	SAU	"Tariff rate, most favored nation, simple mean, primary products (%)"	TM.TAX.TCOM.SM.FN.ZS																																			11.93					12.43	12.89	14.16	8.12	6.81	6.93	5.63	5.61	5.59	5.48	5.4		4.48	5.12	5.12	4.91	4.37			
Saudi Arabia	SAU	"Tariff rate, applied, simple mean, primary products (%)"	TM.TAX.TCOM.SM.AR.ZS																																			11.96					12.53	13.23	13.49	7.67	6.29	6.64	3.62	3.42	3.57	2.77	2.81		4.72	3.88	3.88	3.55	4.58			
Saudi Arabia	SAU	"Share of tariff lines with international peaks, primary products (%)"	TM.TAX.TCOM.IP.ZS																																			6.927016					8.663942	7.832841	10.21723	9.9497	8.797936	9.381557	0.225857	0.1924999	0.9240171	0	0		0.2788271	0.2422145	0.2422145	0.1340377	0.3548571			
Saudi Arabia	SAU	"Bound rate, simple mean, primary products (%)"	TM.TAX.TCOM.BR.ZS																																														12.23	12.24	14.91	14.78	14.64		14.48	13.95	13.95	13.95	11.78			
Saudi Arabia	SAU	"Binding coverage, primary products (%)"	TM.TAX.TCOM.BC.ZS																																														100	100	100	100	100		100	100	100	100	100			
Saudi Arabia	SAU	"Tariff rate, most favored nation, weighted mean, all products (%)"	TM.TAX.MRCH.WM.FN.ZS																																			10.72					11.5	12.48	11.12	6.53	7.28	7.01	4.35	4.41	4.06	3.56	3.44		4.16	3.96	3.96	3.84	4.45		5.02	
Saudi Arabia	SAU	"Tariff rate, applied, weighted mean, all products (%)"	TM.TAX.MRCH.WM.AR.ZS																																			10.72					11.5	12.48	11.12	6.53	7.28	7.01	4.05	4.12	3.77	3.25	3.13		4.16	3.57	3.57	3.39	4.45		4.85	
Saudi Arabia	SAU	"Share of tariff lines with specific rates, all products (%)"	TM.TAX.MRCH.SR.ZS																																			0.1227031					0.1472031	0.3372501	0.449983	0.3196011	0.2319503	0.2779675	0.4726296	0.4948955	0.2363092	0.5548217	0.697134		0.4710876	0.2785054	0.2785054	0	0.4745965		0.1788601	
Saudi Arabia	SAU	"Tariff rate, most favored nation, simple mean, all products (%)"	TM.TAX.MRCH.SM.FN.ZS																																			12.13					12.22	12.52	12.79	6.56	6.27	6.29	5.06	5.01	4.9	4.86	4.84		4.82	4.74	4.74	4.68	4.86		5.93	
Saudi Arabia	SAU	"Tariff rate, applied, simple mean, all products (%)"	TM.TAX.MRCH.SM.AR.ZS																																			12.32					12.37	12.65	12.68	6.77	6.64	6.66	4.19	4.16	4.02	3.33	3.28		4.83	4.15	4.15	4.03	5.08		4.54	
Saudi Arabia	SAU	"Share of tariff lines with international peaks, all products (%)"	TM.TAX.MRCH.IP.ZS																																			10.1924					10.81526	10.70667	11.24165	10.43338	10.68863	10.66485	0.040812	0.0344045	0.1616175	0	0		0.162206	0.0464176	0.0464176	0.025358	0.3335326		0.2679236	
Saudi Arabia	SAU	"Bound rate, simple mean, all products (%)"	TM.TAX.MRCH.BR.ZS																																														10.66	10.66	11.32	11.29	11.26		11.22	11.18	11.18	11.18	10.64			
Saudi Arabia	SAU	"Binding coverage, all products (%)"	TM.TAX.MRCH.BC.ZS																																														99.96	99.96	99.98	99.98	99.98		99.98	100	100	100	100		0	
Saudi Arabia	SAU	"Tariff rate, most favored nation, weighted mean, manufactured products (%)"	TM.TAX.MANF.WM.FN.ZS																																			11.47					11.44	11.61	11.56	6.47	6.54	6.29	4.68	4.68	4.24	3.99	3.79		4.34	4.15	4.15	4.12	4.74			
Saudi Arabia	SAU	"Tariff rate, applied, weighted mean, manufactured products (%)"	TM.TAX.MANF.WM.AR.ZS																																			11.47					11.44	11.61	11.56	6.47	6.54	6.29	4.44	4.46	4.01	3.73	3.55		4.34	3.86	3.86	3.77	4.74			
Saudi Arabia	SAU	"Share of tariff lines with specific rates, manufactured products (%)"	TM.TAX.MANF.SR.ZS																																			0.006157					0.0054642	0.1242654	0.1894925	0.2428634	0.0103131	0.0050683	0.4362586	0.446039	0.0086092	0	0		0.0962526	0.0123168	0.0123168	0	0.1667158			
Saudi Arabia	SAU	"Tariff rate, most favored nation, simple mean, manufactured products (%)"	TM.TAX.MANF.SM.FN.ZS																																			12.21					12.18	12.44	12.43	6.14	6.15	6.14	4.92	4.86	4.71	4.7	4.7		4.93	4.63	4.63	4.62	5.05			
Saudi Arabia	SAU	"Tariff rate, applied, simple mean, manufactured products (%)"	TM.TAX.MANF.SM.AR.ZS																																			12.39					12.36	12.56	12.55	6.63	6.71	6.67	4.28	4.28	4.1	3.62	3.55		4.85	4.2	4.2	4.11	5.17			
Saudi Arabia	SAU	"Share of tariff lines with international peaks, manufactured products (%)"	TM.TAX.MANF.IP.ZS																																			10.96307					11.26059	11.45177	11.54922	10.57925	11.14501	10.98393	0	0	0	0	0		0.1347536	0	0	0	0.3290056			
Saudi Arabia	SAU	"Bound rate, simple mean, manufactured products (%)"	TM.TAX.MANF.BR.ZS																																														10.21	10.21	10.27	10.27	10.27		10.27	10.24	10.24	10.24	10.24			
Saudi Arabia	SAU	Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no)	SG.MMR.LEVE.EP																																																		0		0		0		0		0	
Saudi Arabia	SAU	Legislation exists on domestic violence (1=yes; 0=no)	SG.LEG.DVAW																																																						0		1		1	
Saudi Arabia	SAU	Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)	SG.LAW.NODC.HR																																																		0		0		0		0		0	
Saudi Arabia	SAU	Law mandates paid or unpaid maternity leave (1=yes; 0=no)	SG.LAW.LEVE.PU																																																		1		1		1		1		1	
Saudi Arabia	SAU	Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no)	SG.LAW.EQRM.WK																																																						0		0		0	
Saudi Arabia	SAU	Law prohibits or invalidates child or early marriage (1=yes; 0=no)	SG.LAW.CHMR																																																								0		0	
Saudi Arabia	SAU	Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no)	SG.JOB.NOPN.EQ																																																		0		0		0		0		0	
Saudi Arabia	SAU	Proportion of seats held by women in national parliaments (%)	SG.GEN.PARL.ZS																																												0	0	0	0	0	0	0	0	0	0	19.9	19.9	19.9	19.9	19.9	19.9
Saudi Arabia	SAU	"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)"	SG.DMK.SRCR.FN.ZS																																																											
Saudi Arabia	SAU	"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"	SG.DMK.ALLD.FN.ZS																																																											
Saudi Arabia	SAU	"Government expenditure on education, total (% of GDP)"	SE.XPD.TOTL.GD.ZS																						3.89025	4.14255	5.97797	6.10957		6.25535					5.77946	5.14463	5.99929	6.34382	5.69247	4.94375	4.37708	8.28131	7.07227	5.90982	7.71887	7.63689	7.10509	6.27747	5.43092	5.89117		5.13781										
Saudi Arabia	SAU	"Government expenditure on education, total (% of government expenditure)"	SE.XPD.TOTL.GB.ZS																																14.71302	14.72169	14.57367	16.81303	16.84456	15.2523	12.29582	23.98243	23.3294	17.83659	20.89614	21.29412	21.45522	20.18866	19.29229	21.60387		19.25742										
Saudi Arabia	SAU	Expenditure on tertiary education (% of government expenditure on education)	SE.XPD.TERT.ZS																						36.56608	36.15934	33.04263	34.12728									20.92857	21.77271	19.79734	19.43178		16.94127																				
Saudi Arabia	SAU	"Government expenditure per student, tertiary (% of GDP per capita)"	SE.XPD.TERT.PC.ZS																																							93.94319916																				
Saudi Arabia	SAU	Expenditure on secondary education (% of government expenditure on education)	SE.XPD.SECO.ZS																																																											
Saudi Arabia	SAU	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																17.6497097											
Saudi Arabia	SAU	Expenditure on primary education (% of government expenditure on education)	SE.XPD.PRIM.ZS																																																											
Saudi Arabia	SAU	"Government expenditure per student, primary (% of GDP per capita)"	SE.XPD.PRIM.PC.ZS																																																17.70899963											
Saudi Arabia	SAU	"Current education expenditure, total (% of total expenditure in public institutions)"	SE.XPD.CTOT.ZS																																																											
Saudi Arabia	SAU	"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)"	SE.XPD.CTER.ZS																																																											
Saudi Arabia	SAU	"Current education expenditure, secondary (% of total expenditure in secondary public institutions)"	SE.XPD.CSEC.ZS																																																											
Saudi Arabia	SAU	"Current education expenditure, primary (% of total expenditure in primary public institutions)"	SE.XPD.CPRM.ZS																																																											
Saudi Arabia	SAU	"Tertiary education, academic staff (% female)"	SE.TER.TCHR.FE.ZS												6.45624	7.07692	8.56378	11.00413	13.47635	15.23676	15.57653	14.42987	18.01282	19.75217	19.05209	21.03693	23.56033	24.43117	25.01903	25.01144	31.83684				25.12066	26.09998	26.60272			29.90124	29.53743	32.5294	36.15595	35.02193	34.81456	33.88539	33.61017	33.55297	33.10478	33.04248	34.68849	34.68904	34.68761	36.52277	38.0213	36.95872	38.93707	40.49067	40.1286	41.03454		
Saudi Arabia	SAU	"School enrollment, tertiary, male (% gross)"	SE.TER.ENRR.MA												2.86907	2.97939	3.33196	4.08953	5.05594	6.02501	6.78153	8.66522	8.62449	9.02015	9.83923	9.97405	10.45173	10.0262	10.96045	11.25397	10.17319				10.04246	12.07081	13.59674	15.23703	17.53641	18.43347	18.34071	16.46814	18.78454	19.41123	21.27125	20.18693	21.65852	22.75542	23.84614	24.6847	26.59479	26.99068	27.77225	34.0021	38.58795	46.24433	52.96722	58.24394	60.27404	66.50487		
Saudi Arabia	SAU	"School enrollment, tertiary, female (% gross)"	SE.TER.ENRR.FE												0.2701	0.36325	0.48185	0.67457	0.97263	1.69735	2.1851	2.70394	3.08881	3.50155	4.3947	4.88775	5.63075	6.22124	7.22364	8.13577	8.1103				10.75266	10.31385	13.77048	13.64285	15.91811	16.62878	16.15257	18.40678	22.9921	25.01674	26.10155	26.61603	32.17577	34.72507	35.23706	35.89655	34.16073	34.59102	35.31306	39.10022	42.02411	46.82105	51.04207	57.66758	60.86527	66.69942		
Saudi Arabia	SAU	"School enrollment, tertiary (% gross)"	SE.TER.ENRR												1.60915	1.71689	1.964	2.46065	3.12018	3.98451	4.65291	5.92937	6.08876	6.48199	7.31272	7.61769	8.2114	8.24842	9.2033	9.77844	9.23794		8.70547	9.49275	10.33698	11.30897	13.676	14.47496	16.73331	17.51765	17.2534	17.42413	20.86249	22.19224	23.67602	23.3329	26.75165	28.52973	29.35021	30.13182	30.26024	30.67706	31.44462	36.49701	40.27629	46.52667	52.02672	57.96258	60.5626	66.5998		
Saudi Arabia	SAU	"Pupil-teacher ratio, tertiary"	SE.TER.ENRL.TC.ZS												12.18364	9.71385	10.11329	10.23521	10.87624	12.39428	11.03473	11.07392	10.09444	9.72998	8.33432	8.78491	9.18394	9.04159	9.79671	10.39357	9.9374		11.02734	11.90513	11.61139	14.01198	13.01257	13.9704		16.81202	17.26695	17.81419	18.8609	19.91297	20.90557	20.29382	22.49	22.91454	22.49855	22.75944	20.70845	19.95525	19.22981	18.24356	18.85443	20.2888	20.97114	20.27622	19.84502	20.33542		
Saudi Arabia	SAU	"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)"	SE.TER.CUAT.ST.ZS																																									12.04127979				14.92903996									20.98329926					
Saudi Arabia	SAU	"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)"	SE.TER.CUAT.ST.MA.ZS																																									13.81919003				14.99773979									20.96961021					
Saudi Arabia	SAU	"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)"	SE.TER.CUAT.ST.FE.ZS																																									9.459899902				14.82215977									21.0051899					
Saudi Arabia	SAU	"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)"	SE.TER.CUAT.MS.ZS																																																						0.554920018					
Saudi Arabia	SAU	"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)"	SE.TER.CUAT.MS.MA.ZS																																																						0.747420013					
Saudi Arabia	SAU	"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)"	SE.TER.CUAT.MS.FE.ZS																																																						0.24718					
Saudi Arabia	SAU	"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)"	SE.TER.CUAT.DO.ZS																																																											
Saudi Arabia	SAU	"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)"	SE.TER.CUAT.DO.MA.ZS																																																											
Saudi Arabia	SAU	"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)"	SE.TER.CUAT.DO.FE.ZS																																																											
Saudi Arabia	SAU	"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)"	SE.TER.CUAT.BA.ZS																																																						1.602149963					
Saudi Arabia	SAU	"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)"	SE.TER.CUAT.BA.MA.ZS																																																						2.067749977					
Saudi Arabia	SAU	"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)"	SE.TER.CUAT.BA.FE.ZS																																																						0.857829988					
Saudi Arabia	SAU	Adolescents out of school (% of lower secondary school age)	SE.SEC.UNER.LO.ZS																				61.10513																														8.55042				3.3171					
Saudi Arabia	SAU	"Adolescents out of school, male (% of male lower secondary school age)"	SE.SEC.UNER.LO.MA.ZS																																																		6.37748									
Saudi Arabia	SAU	"Adolescents out of school, female (% of female lower secondary school age)"	SE.SEC.UNER.LO.FE.ZS																																																		10.77266									
Saudi Arabia	SAU	"Secondary education, teachers (% female)"	SE.SEC.TCHR.FE.ZS																				29.90479																										52.6259				51.86965				52.60857	50.82996				
Saudi Arabia	SAU	"Secondary education, teachers, female"	SE.SEC.TCHR.FE																				7004																										123333			138524	137009				166171	158561				
Saudi Arabia	SAU	"Secondary education, teachers"	SE.SEC.TCHR																				23421																										234358				264141				315863	311944				
Saudi Arabia	SAU	Trained teachers in secondary education (% of total teachers)	SE.SEC.TCAQ.ZS																																																						100	100				
Saudi Arabia	SAU	Trained teachers in upper secondary education (% of total teachers)	SE.SEC.TCAQ.UP.ZS																																																						100	100				
Saudi Arabia	SAU	"Trained teachers in upper secondary education, male (% of male teachers)"	SE.SEC.TCAQ.UP.MA.ZS																																																						100	100				
Saudi Arabia	SAU	"Trained teachers in upper secondary education, female (% of female teachers)"	SE.SEC.TCAQ.UP.FE.ZS																																																						100	100				
Saudi Arabia	SAU	"Trained teachers in secondary education, male (% of male teachers)"	SE.SEC.TCAQ.MA.ZS																																																						100	100				
Saudi Arabia	SAU	Trained teachers in lower secondary education (% of total teachers)	SE.SEC.TCAQ.LO.ZS																																																						100	100				
Saudi Arabia	SAU	"Trained teachers in lower secondary education, male (% of male teachers)"	SE.SEC.TCAQ.LO.MA.ZS																																																						100	100				
Saudi Arabia	SAU	"Trained teachers in lower secondary education, female (% of female teachers)"	SE.SEC.TCAQ.LO.FE.ZS																																																						100	100				
Saudi Arabia	SAU	"Trained teachers in secondary education, female (% of female teachers)"	SE.SEC.TCAQ.FE.ZS																																																						100	100				
Saudi Arabia	SAU	Progression to secondary school (%)	SE.SEC.PROG.ZS																																																94.78998				96.75693	99.30406	96.33579	94.64921	90.64921			
Saudi Arabia	SAU	"Progression to secondary school, male (%)"	SE.SEC.PROG.MA.ZS																																																92.63159				93.64545	98.62648	100	89.73311	89.0927			
Saudi Arabia	SAU	"Progression to secondary school, female (%)"	SE.SEC.PROG.FE.ZS																																																97.08791				100	100	92.43474	100	92.25621			
Saudi Arabia	SAU	"School enrollment, secondary, private (% of total secondary)"	SE.SEC.PRIV.ZS																																														8.39262		11.38544											
Saudi Arabia	SAU	"School enrollment, secondary, male (% net)"	SE.SEC.NENR.MA																																																		72.91831				86.42077					
Saudi Arabia	SAU	"School enrollment, secondary, female (% net)"	SE.SEC.NENR.FE																																																		73.60265				83.52511					
Saudi Arabia	SAU	"School enrollment, secondary (% net)"	SE.SEC.NENR																				17.39994																														73.25669				84.99222					
Saudi Arabia	SAU	"School enrollment, secondary, male (% gross)"	SE.SEC.ENRR.MA																				34.44496																										89.67266				100.04573				124.58793	131.34839				
Saudi Arabia	SAU	"School enrollment, secondary, female (% gross)"	SE.SEC.ENRR.FE																				20.01556																										84.35847				88.64676				102.6154	101.53633				
Saudi Arabia	SAU	"School enrollment, secondary (% gross)"	SE.SEC.ENRR																				27.35669																										87.04061		90.19761		94.40937				113.74801	116.64714				
Saudi Arabia	SAU	"Secondary education, vocational pupils (% female)"	SE.SEC.ENRL.VO.FE.ZS																																														9.36113				1.33793				16.68399	17.90524				
Saudi Arabia	SAU	"Secondary education, vocational pupils"	SE.SEC.ENRL.VO																				22646																										85620		79602		115327				177014	184432				
Saudi Arabia	SAU	"Pupil-teacher ratio, upper secondary"	SE.SEC.ENRL.UP.TC.ZS																																														12.11203				11.66996				11.22769	11.4165				
Saudi Arabia	SAU	"Pupil-teacher ratio, secondary"	SE.SEC.ENRL.TC.ZS																				12.65275																										11.13496				11.34723				10.76493	10.96171				
Saudi Arabia	SAU	"Pupil-teacher ratio, lower secondary"	SE.SEC.ENRL.LO.TC.ZS																																														10.39049			10.47199	11.08285				10.35419	10.55623				
Saudi Arabia	SAU	"Secondary education, general pupils (% female)"	SE.SEC.ENRL.GC.FE.ZS																				34.93025																										49.31344		48.00788	47.91212	48.23249	47.91166	47.89158	48.28556	46.03353	44.35134	49.2026	48.23082		
Saudi Arabia	SAU	"Secondary education, general pupils"	SE.SEC.ENRL.GC																				273694																										2523947		2746447	2788094	2881941	3036438	3040858	3056092	3223229	3235009	3605803	3542637		
Saudi Arabia	SAU	"Secondary education, pupils (% female)"	SE.SEC.ENRL.FE.ZS																				35.94149																										48.0026				46.42811				44.50561	42.92494				
Saudi Arabia	SAU	"Secondary education, pupils"	SE.SEC.ENRL																				296340																										2609567		2826049		2997268				3400243	3419441				
Saudi Arabia	SAU	"Secondary education, duration (years)"	SE.SEC.DURS											6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
Saudi Arabia	SAU	"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)"	SE.SEC.CUAT.UP.ZS																																									30.0666008				34.16830063									48.89057922					
Saudi Arabia	SAU	"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)"	SE.SEC.CUAT.UP.MA.ZS																																									34.59194183				35.41482162									50.91345978					
Saudi Arabia	SAU	"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)"	SE.SEC.CUAT.UP.FE.ZS																																									23.4962101				32.2289505									45.65668869					
Saudi Arabia	SAU	"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)"	SE.SEC.CUAT.PO.ZS																																													19.50328064									25.88804054					
Saudi Arabia	SAU	"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)"	SE.SEC.CUAT.PO.MA.ZS																																													19.55690002									26.75654984					
Saudi Arabia	SAU	"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)"	SE.SEC.CUAT.PO.FE.ZS																																													19.41986084									24.49958038					
Saudi Arabia	SAU	"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)"	SE.SEC.CUAT.LO.ZS																																									42.75268173				48.79814148									66.50885773					
Saudi Arabia	SAU	"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)"	SE.SEC.CUAT.LO.MA.ZS																																									50.30475998				52.56409073									70.28620911					
Saudi Arabia	SAU	"Trademark applications, direct nonresident"	IP.TMK.NRES																														1883																									10760	10831			
Saudi Arabia	SAU	"Trademark applications, nonresident, by count"	IP.TMK.NRCT																																																							10760	10831			
Saudi Arabia	SAU	"Patent applications, residents"	IP.PAT.RESD																														12	16	27	21	21	33	28	27	57	45	72	76	46	61	56	81	119	119	128			288	347		491	652	715	1070		
Saudi Arabia	SAU	"Patent applications, nonresidents"	IP.PAT.NRES																														58	439	492	605	729	687	718	810	1001	1286	1144	797	683	552	487	395	374	419	642			643	643		440	135	1691	2196		
Saudi Arabia	SAU	Scientific and technical journal articles	IP.JRN.ARTC.SC																																												1719.2	1710.7	1734	1898	2011.6	2222.4	2836.4	3621.3	4957.5	5982.5	7410.5	8410.8	8885	9231.9		
Saudi Arabia	SAU	"Industrial design applications, resident, by count"	IP.IDS.RSCT																																																				246		168	234	321	386		
Saudi Arabia	SAU	"Industrial design applications, nonresident, by count"	IP.IDS.NRCT																																																				506		524	451	503	551		
Saudi Arabia	SAU	Public private partnerships investment in water and sanitation (current US$)	IE.PPN.WATR.CD																																																											
Saudi Arabia	SAU	Public private partnerships investment in transport (current US$)	IE.PPN.TRAN.CD																																																											
Saudi Arabia	SAU	Public private partnerships investment in ICT (current US$)	IE.PPN.ICTI.CD																																																											
Saudi Arabia	SAU	Public private partnerships investment in energy (current US$)	IE.PPN.ENGY.CD																																																											
Saudi Arabia	SAU	Investment in water and sanitation with private participation (current US$)	IE.PPI.WATR.CD																																																											
Saudi Arabia	SAU	Investment in transport with private participation (current US$)	IE.PPI.TRAN.CD																																																											
Saudi Arabia	SAU	Investment in ICT with private participation (current US$)	IE.PPI.ICTI.CD																																																											
Saudi Arabia	SAU	Investment in energy with private participation (current US$)	IE.PPI.ENGY.CD																																																											
Saudi Arabia	SAU	Procedures to build a warehouse (number)	IC.WRH.PROC																																														19	19	19	19	18	15	17	17	17	17	17	17	17	17
Saudi Arabia	SAU	Time required to build a warehouse (days)	IC.WRH.DURS																																														124	124	124	124	93	82	92	92	92	92	92	92	91.5	91.5
Saudi Arabia	SAU	Total tax rate (% of commercial profits)	IC.TAX.TOTL.CP.ZS																																														14.9	14.6	14.6	14.6	14.7	14.7	14.7	14.7	14.6	14.6	15	15.7	15.7	15.7
Saudi Arabia	SAU	Profit tax (% of commercial profits)	IC.TAX.PRFT.CP.ZS																																														2.5	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2
Saudi Arabia	SAU	Tax payments (number)	IC.TAX.PAYM																																														14	14	14	14	14	14	14	3	3	3	3	3	3	3
Saudi Arabia	SAU	Other taxes payable by businesses (% of commercial profits)	IC.TAX.OTHR.CP.ZS																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saudi Arabia	SAU	Number of visits or required meetings of affected firms with tax officials	IC.TAX.METG																																																											
Saudi Arabia	SAU	Labor tax and contributions (% of commercial profits)	IC.TAX.LABR.CP.ZS																																														12.4	12.4	12.4	12.4	12.4	12.4	12.4	12.4	12.4	12.4	12.8	13.5	13.5	13.5
Saudi Arabia	SAU	Firms expected to give gifts in meetings with tax officials (% of firms)	IC.TAX.GIFT.ZS																																																											
Saudi Arabia	SAU	Time to prepare and pay taxes (hours)	IC.TAX.DURS																																														69	79	79	79	79	79	79	72	72	64	64	67	47	39
