Data Source	World Development Indicators																																																													
																																																														
Last Updated Date	24-01-19																																																													
																																																														
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Saudi Arabia	SAU	"Currency composition of PPG debt, French franc (%)"	DT.CUR.FFRC.ZS																																																											
Saudi Arabia	SAU	"Currency composition of PPG debt, Euro (%)"	DT.CUR.EURO.ZS																																																											
Saudi Arabia	SAU	"Currency composition of PPG debt, Deutsche mark (%)"	DT.CUR.DMAK.ZS																																																											
Saudi Arabia	SAU	"Commitments, private creditors (COM, current US$)"	DT.COM.PRVT.CD																																																											
Saudi Arabia	SAU	"Commitments, official creditors (COM, current US$)"	DT.COM.OFFT.CD																																																											
Saudi Arabia	SAU	"Commitments, IDA (COM, current US$)"	DT.COM.MIDA.CD																																																											
Saudi Arabia	SAU	"Commitments, IBRD (COM, current US$)"	DT.COM.MIBR.CD																																																											
Saudi Arabia	SAU	"Commitments, public and publicly guaranteed (COM, current US$)"	DT.COM.DPPG.CD																																																											
Saudi Arabia	SAU	"Principal rescheduled, private (current US$)"	DT.AXR.PRVT.CD																																																											
Saudi Arabia	SAU	"Principal rescheduled, official (current US$)"	DT.AXR.OFFT.CD																																																											
Saudi Arabia	SAU	Principal rescheduled (current US$)	DT.AXR.DPPG.CD																																																											
Saudi Arabia	SAU	Principal forgiven (current US$)	DT.AXF.DPPG.CD																																																											
Saudi Arabia	SAU	"Principal arrears, private creditors (current US$)"	DT.AXA.PRVT.CD																																																											
Saudi Arabia	SAU	"Principal arrears, official creditors (current US$)"	DT.AXA.OFFT.CD																																																											
Saudi Arabia	SAU	"Principal arrears, long-term DOD (US$)"	DT.AXA.DPPG.CD																																																											
Saudi Arabia	SAU	"PPG, private creditors (AMT, current US$)"	DT.AMT.PRVT.CD																																																											
Saudi Arabia	SAU	"PPG, other private creditors (AMT, current US$)"	DT.AMT.PROP.CD																																																											
Saudi Arabia	SAU	"PNG, commercial banks and other creditors (AMT, current US$)"	DT.AMT.PNGC.CD																																																											
Saudi Arabia	SAU	"PNG, bonds (AMT, current US$)"	DT.AMT.PNGB.CD																																																											
Saudi Arabia	SAU	"PPG, commercial banks (AMT, current US$)"	DT.AMT.PCBK.CD																																																											
Saudi Arabia	SAU	"Children in employment, wage workers, female (% of female children in employment, ages 7-14)"	SL.WAG.0714.FE.ZS																																																											
Saudi Arabia	SAU	"Unemployment, total (% of total labor force) (modeled ILO estimate)"	SL.UEM.TOTL.ZS																																7.44299984	7.199999809	6.517000198	5.813000202	5.269000053	5.065999985	4.887000084	4.612999916	4.349999905	4.570000172	4.619999886	5.269999981	5.559999943	5.820000172	6.050000191	6.25	5.730000019	5.079999924	5.380000114	5.550000191	5.769999981	5.519999981	5.570000172	5.71999979	5.590000153	5.650000095	5.522999763	5.422999859
Saudi Arabia	SAU	"Unemployment, total (% of total labor force) (national estimate)"	SL.UEM.TOTL.NE.ZS																																	7.199999809							4.349999905	4.570000172	4.619999886	5.269999981	5.559999943	5.820000172	6.050000191	6.25	5.730000019	5.079999924	5.380000114	5.550000191	5.769999981	5.519999981	5.570000172	5.71999979	5.590000153	5.650000095	5.889999866	
Saudi Arabia	SAU	"Unemployment, male (% of male labor force) (modeled ILO estimate)"	SL.UEM.TOTL.MA.ZS																																7.743000031	7.471000195	6.660999775	5.822000027	5.147999763	4.840000153	4.539999962	4.126999855	3.704999924	3.792999983	3.891000032	4.257999897	4.406000137	4.539000034	4.650000095	4.737999916	4.245999813	3.582000017	3.588999987	3.47300005	3.322999954	2.630000114	2.786999941	2.769999981	2.463000059	2.559999943	2.523999929	2.470999956
Saudi Arabia	SAU	"Unemployment, male (% of male labor force) (national estimate)"	SL.UEM.TOTL.MA.NE.ZS																																	7.400000095							3.690000057	3.779999971	3.869999886	4.210000038	4.360000134	4.489999771	4.599999905	4.710000038	4.210000038	3.539999962	3.529999971	3.450000048	3.349999905	2.670000076	2.779999971	2.75999999	2.440000057	2.50999999	3.220000029	
Saudi Arabia	SAU	"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS																																4.93599987	4.948999882	5.363999844	5.739999771	6.168000221	6.651000023	7.184000015	7.65199995	8.184000015	9.371999741	9.18999958	11.64000034	12.65299988	13.50599957	14.22399998	14.77799988	14.3409996	13.94299984	16.20599937	17.49399948	19.0529995	20.96100044	20.78199959	21.6590004	21.58099937	21.5189991	21.05999947	20.84799957
Saudi Arabia	SAU	"Unemployment, female (% of female labor force) (national estimate)"	SL.UEM.TOTL.FE.NE.ZS																																	4.900000095							8.149999619	9.340000153	9.140000343	11.51000023	12.52000046	13.35999966	14.06999969	14.68999958	14.22000027	13.77999973	15.93999958	17.37999916	19.20999908	21.28000069	20.72999954	21.57999992	21.37999916	21.10000038	21.29999924	
Saudi Arabia	SAU	"Share of youth not in education, employment or training, total (% of youth population)"	SL.UEM.NEET.ZS																																																		18.73999977		20.56999969	18.79000092	18.42000008	18.31999969	16.10000038			
Saudi Arabia	SAU	"Share of youth not in education, employment or training, male (% of male youth population)"	SL.UEM.NEET.MA.ZS																																																		9.050000191		11.35999966	8.350000381	7.690000057	7.980000019	6.579999924			
Saudi Arabia	SAU	"Share of youth not in education, employment or training, female (% of female youth population)"	SL.UEM.NEET.FE.ZS																																																		28.52000046		30.01000023	29.51000023	29.37999916	29	25.90999985			
Saudi Arabia	SAU	Unemployment with intermediate education (% of total labor force with intermediate education)	SL.UEM.INTM.ZS																																																		18.10000038					26.87999916				
Saudi Arabia	SAU	"Unemployment with intermediate education, male (% of male labor force with intermediate education)"	SL.UEM.INTM.MA.ZS																																																		7.28000021					7.130000114				
Saudi Arabia	SAU	"Unemployment with intermediate education, female (% of female labor force with intermediate education)"	SL.UEM.INTM.FE.ZS																																																		6.119999886					4.849999905				
Saudi Arabia	SAU	Unemployment with basic education (% of total labor force with basic education)	SL.UEM.BASC.ZS																																																		0.819999993					1.700000048				
Saudi Arabia	SAU	"Unemployment with basic education, male (% of male labor force with basic education)"	SL.UEM.BASC.MA.ZS																																																		2.579999924					1.169999957				
Saudi Arabia	SAU	"Unemployment with basic education, female (% of female labor force with basic education)"	SL.UEM.BASC.FE.ZS																																																		2.779999971					1.100000024				
Saudi Arabia	SAU	Unemployment with advanced education (% of total labor force with advanced education)	SL.UEM.ADVN.ZS																																																		31.05999947					31.12999916				
Saudi Arabia	SAU	"Unemployment with advanced education, male (% of male labor force with advanced education)"	SL.UEM.ADVN.MA.ZS																																																		11.34000015					10.64999962				
Saudi Arabia	SAU	"Unemployment with advanced education, female (% of female labor force with advanced education)"	SL.UEM.ADVN.FE.ZS																																																		3.390000105					2.539999962				
Saudi Arabia	SAU	"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"	SL.UEM.1524.ZS																																27.18000031	27.45800018	26.84000015	25.80800056	25.02499962	24.27199936	23.80999947	23.24399948	23.18400002	24.34300041	24.93199921	27.45999908	26.09399986	27.68000031	29.21500015	33.81999969	29.59900093	28.8220005	29.45700073	29.00300026	28.77099991	27.83699989	28.96500015	30.12299919	28.97599983	24.87199974	25.02099991	25.12400055
Saudi Arabia	SAU	"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"	SL.UEM.1524.NE.ZS																																								22.45000076	25.05999947	25.86000061	28.12999916				33.99000168	29.94000053	29.34000015	29.95000076		29.93000031	28.65999985	29.43000031	30.20000076	28.48999977	24.19000053		
Saudi Arabia	SAU	"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"	SL.UEM.1524.MA.ZS																																28.8010006	29.19099998	28.52899933	27.37400055	26.37400055	25.21699905	24.2840004	23.17300034	22.42900085	22.22900009	23.31599998	24.5340004	24.31800079	25.57799911	26.82299995	29.59499931	25.32699966	23.73600006	23.29599953	23.08300018	22.72599983	19.11100006	20.5890007	21.30699921	20.28100014	18.23699951	18.37199974	18.46199989
Saudi Arabia	SAU	"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"	SL.UEM.1524.MA.NE.ZS																																								21.42000008	23.02000046	24.37999916	25.18000031				29.65999985	25.51000023	24.06999969	23.51000023		23.95000076	19.95000076	21	21.28000069	19.69000053	17.37999916		
Saudi Arabia	SAU	"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"	SL.UEM.1524.FE.ZS																																11.53899956	11.74199963	13.91399956	15.80099964	17.79000092	19.62800026	21.68199921	23.53000069	25.88899994	32.95700073	32.08300018	40.24499893	33.68399811	36.33499908	38.56299973	49.625	47.11800003	50.10400009	54.82699966	52.12599945	51.22800064	56.59199905	55.15999985	58.23500061	57.07799911	46.61199951	46.86399841	47.01399994
Saudi Arabia	SAU	"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"	SL.UEM.1524.FE.NE.ZS																																								26.46999931	32.61000061	31.61000061	39.11999893				49.34999847	46.99000168	50.04000092	54.84000015		51.43999863	56.50999832	54.75999832	57.95000076	56.04999924	46.33000183		
Saudi Arabia	SAU	"Labor force, total"	SL.TLF.TOTL.IN																															5045509	5202460	5352986	5455233	5546640	5631834	5714611	5810170	5923911	6070111	6403507	6615765	6890897	7235752	7602735	7978167	8313231	8647413	8966123	9289847	9834264	10487696	11202506	11845700	12391396	12991603	13431362	13834229	14219315
Saudi Arabia	SAU	"Labor force, female (% of total labor force)"	SL.TLF.TOTL.FE.ZS																															10.62241689	10.69228788	10.7360079	11.10282549	11.48931605	11.89005216	12.47829467	13.11245626	13.767982	14.39196087	13.92747755	13.74893153	13.70885387	13.98979678	14.28522762	14.62152898	15.05952379	14.70129853	14.46109985	14.19626179	14.81651296	15.55770686	15.76461552	15.46415999	15.61661818	16.35613404	16.29881616	16.18421236	16.06432518
Saudi Arabia	SAU	"Part time employment, total (% of total employment)"	SL.TLF.PART.ZS																																																				8.470000267	7.320000172		6.570000172	7.5			
Saudi Arabia	SAU	"Part time employment, male (% of total male employment)"	SL.TLF.PART.MA.ZS																																																				7.360000134	6.5		5.510000229	6.309999943			
Saudi Arabia	SAU	"Part time employment, female (% of total female employment)"	SL.TLF.PART.FE.ZS																																																				15.85999966	12.92000008		13.61999989	14.92000008			
Saudi Arabia	SAU	Labor force with intermediate education (% of total working-age population with intermediate education)	SL.TLF.INTM.ZS																																																							13.68999958		14.92000008		
Saudi Arabia	SAU	"Labor force with intermediate education, male (% of male working-age population with intermediate education)"	SL.TLF.INTM.MA.ZS																																																							51.93999863		52.33000183		
Saudi Arabia	SAU	"Labor force with intermediate education, female (% of female working-age population with intermediate education)"	SL.TLF.INTM.FE.ZS																																																							76.61000061		76.93000031		
Saudi Arabia	SAU	"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"	SL.TLF.CACT.ZS																															53.26599884	53.3030014	53.3429985	52.90200043	52.3030014	51.58100128	50.5	49.62900162	49.02600098	48.7519989	49.90000153	49.48600006	49.42100143	49.73300171	50.09600067	50.45000076	50.47800064	50.44499969	50.28499985	50.1230011	51.06999969	52.18199921	53.4679985	54.34899902	54.82400131	55.63199997	55.88499832	56.12400055	56.39899826
Saudi Arabia	SAU	"Labor force participation rate, total (% of total population ages 15+) (national estimate)"	SL.TLF.CACT.NE.ZS																																	53.56999969							49.13000107	49.24000168	48.52000046	47.75999832				50.70000076	50.56000137	50.29000092	49.88999939		53.16999817	54.11999893	54	54.06000137	54.02000046	54.95000076	54.91999817	
Saudi Arabia	SAU	"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"	SL.TLF.CACT.MA.ZS																															79.31400299	79.43499756	79.72200012	79.10399628	78.30500031	77.35099792	75.84100342	74.61299896	73.71499634	73.20600128	75.60399628	74.87200165	74.40299988	74.17099762	74.04699707	73.97100067	73.49500275	73.68599701	73.6309967	73.59600067	74.39700317	75.32700348	76.94599915	78.41600037	78.84600067	79.15399933	79.3219986	79.48600006	79.71399689
Saudi Arabia	SAU	"Labor force participation rate, male (% of male population ages 15+) (national estimate)"	SL.TLF.CACT.MA.NE.ZS																																	79.95999908							73.51000214	75.29000092	74.48000336	73.58000183				74.29000092	74.48999786	74.36000061	74.16000366		76.48999786	77.61000061	78.30000305	78.19000244	77.62000275	78.33000183	78.41000366	
Saudi Arabia	SAU	Ratio of female to male labor force participation rate (%) (modeled ILO estimate)	SL.TLF.CACT.FM.ZS																															17.84552506	17.90142973	17.83322042	18.3075458	18.77019334	19.22405694	19.91534844	20.66664025	21.47324325	22.29735222	21.28326596	21.13874254	21.33650528	22.16230097	23.00565927	23.87422056	24.82617812	24.18912701	23.74950808	23.26213474	24.49292222	25.96811226	26.41852642	25.88374922	26.27653937	27.89372699	27.9871929	27.99486802	27.98379215
Saudi Arabia	SAU	Ratio of female to male labor force participation rate (%) (national estimate)	SL.TLF.CACT.FM.NE.ZS																																	18.1215607							22.90844737	21.13162393	20.86466066	21.07909737				24.99663409	24.35226193	23.92415381	23.44929683		25.8334433	26.14353918	25.63218252	26.09029157	27.55732882	28.37992981	25.63448469	
Saudi Arabia	SAU	"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"	SL.TLF.CACT.FE.ZS																															14.15400028	14.22000027	14.21700001	14.48200035	14.69799995	14.86999989	15.10400009	15.42000008	15.82900047	16.32299995	16.0909996	15.82699966	15.875	16.43799973	17.03499985	17.65999985	18.24600029	17.8239994	17.48699951	17.12000084	18.22200012	19.56100082	20.32799911	20.29700089	20.71800041	22.07900047	22.20000076	22.25200081	22.30699921
Saudi Arabia	SAU	"Labor force participation rate, female (% of female population ages 15+) (national estimate)"	SL.TLF.CACT.FE.NE.ZS																																	14.48999977							16.84000015	15.90999985	15.53999996	15.51000023				18.56999969	18.13999939	17.79000092	17.38999939		19.76000023	20.29000092	20.06999969	20.39999962	21.38999939	22.22999954	20.10000038	
Saudi Arabia	SAU	Labor force with basic education (% of total working-age population with basic education)	SL.TLF.BASC.ZS																																																							13.18999958		15.32999992		
Saudi Arabia	SAU	"Labor force with basic education, male (% of male working-age population with basic education)"	SL.TLF.BASC.MA.ZS																																																							47.90999985		48.43000031		
Saudi Arabia	SAU	"Labor force with basic education, female (% of female working-age population with basic education)"	SL.TLF.BASC.FE.ZS																																																							73.26999664		71.09999847		
Saudi Arabia	SAU	Labor force with advanced education (% of total working-age population with advanced education)	SL.TLF.ADVN.ZS																																																							57.45999908		57.59999847		
Saudi Arabia	SAU	"Labor force with advanced education, male (% of male working-age population with advanced education)"	SL.TLF.ADVN.MA.ZS																																																							80.12999725		79.65000153		
Saudi Arabia	SAU	"Labor force with advanced education, female (% of female working-age population with advanced education)"	SL.TLF.ADVN.FE.ZS																																																							94.98000336		93.77999878		
Saudi Arabia	SAU	"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"	SL.TLF.ACTI.ZS																															55.13399887	55.24200058	55.31200027	54.83100128	54.18600082	53.40200043	52.2519989	51.31900024	50.67499924	50.34400177	51.27000046	50.85800171	50.88700104	51.25600052	51.6780014	52.09199905	52.15499878	52.02799988	51.94900131	51.76100159	52.6780014	53.75400162	54.93000031	55.89099884	56.49000168	57.33100128	57.63199997	57.94800186	58.31399918
Saudi Arabia	SAU	"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)"	SL.TLF.ACTI.MA.ZS																															81.13999939	81.39099884	81.7519989	81.09700012	80.25499725	79.23300171	77.6780014	76.40200043	75.47899628	74.90699768	76.98200226	76.26000214	75.96800232	75.81199646	75.76399994	75.76399994	75.34300232	75.41999817	75.49199677	75.4489975	76.17500305	77.01899719	78.45700073	80.06700134	80.72000122	81.06099701	81.29499817	81.56700134	81.91999817
Saudi Arabia	SAU	"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)"	SL.TLF.ACTI.FE.ZS																															15.06700039	15.14299965	15.13899994	15.41600037	15.63700008	15.80900002	16.03499985	16.34799957	16.76199913	17.2670002	16.96500015	16.69099998	16.71800041	17.30900002	17.93499947	18.59300041	19.20199966	18.71999931	18.40500069	17.99399948	19.14699936	20.54000092	21.30500031	21.27700043	21.6970005	23.11899948	23.2689991	23.3579998	23.45700073
Saudi Arabia	SAU	"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"	SL.TLF.ACTI.1524.ZS																															33.11899948	31.77300072	30.39699936	27.52099991	24.70199966	22.24699974	21.50099945	20.89900017	20.26099968	19.52700043	19.70400047	19.27300072	19.31900024	19.4260006	19.40200043	19.34700012	19.52000046	17.85099983	17.1420002	15.8039999	16.78700066	18.15800095	18.2310009	18.66900063	18.73399925	17.37999916	17.58499908	17.57900047	17.46800041
Saudi Arabia	SAU	"Labor force participation rate for ages 15-24, total (%) (national estimate)"	SL.TLF.ACTI.1524.NE.ZS																																	29.04000092							20.48999977	18.23999977	17.51000023	17.39999962				19.98999977	18.06999969	17.17000008	15.67000008		17.70999908	17.44000053	17.64999962	17.64999962	16.28000069	17.60000038		
Saudi Arabia	SAU	"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)"	SL.TLF.ACTI.1524.MA.ZS																															52.54299927	51.28099823	50.11199951	45.90200043	41.43000031	37.18799973	35.1590004	33.47000122	31.78800011	29.96999931	31.20000076	30.67499924	30.41200066	30.31200027	30.06999969	29.8220005	29.8029995	27.79800034	26.86499977	24.78300095	26.15500069	27.95199966	27.28700066	27.56999969	27.7859993	25.86000061	26.11000061	26.01300049	25.79299927
Saudi Arabia	SAU	"Labor force participation rate for ages 15-24, male (%) (national estimate)"	SL.TLF.ACTI.1524.MA.NE.ZS																																	49.20000076							31.21999931	29.14999962	28.31999969	27.90999985				30.82999992	28.45999908	27.20000076	24.79000092		27.37000084	26.21999931	26.20999908	26.27000046	24.31999969	27.34000015		
Saudi Arabia	SAU	"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)"	SL.TLF.ACTI.1524.FE.ZS																															6.975999832	6.802999973	6.65500021	6.771999836	6.901000023	7.053999901	7.389999866	7.782000065	8.222999573	8.68900013	7.876999855	7.285999775	7.448999882	7.664000034	7.887000084	8.154000282	8.522000313	7.235000134	6.81799984	6.342999935	6.998000145	7.889999866	8.706999779	9.289999962	9.18900013	8.437000275	8.49600029	8.512999535	8.477999687
Saudi Arabia	SAU	"Labor force participation rate for ages 15-24, female (%) (national estimate)"	SL.TLF.ACTI.1524.FE.NE.ZS																																	6.650000095							8.760000229	7.659999847	7.050000191	7.239999771				8.890000343	7.519999981	7.019999981	6.460000038		7.800000191	8.420000076	8.899999619	8.729999542	8	8.149999619		
Saudi Arabia	SAU	"Children in employment, total (% of children ages 7-14)"	SL.TLF.0714.ZS																																																											
Saudi Arabia	SAU	"Children in employment, work only (% of children in employment, ages 7-14)"	SL.TLF.0714.WK.ZS																																																											
Saudi Arabia	SAU	"Average working hours of children, working only, ages 7-14 (hours per week)"	SL.TLF.0714.WK.TM																																																											
Saudi Arabia	SAU	"Children in employment, work only, male (% of male children in employment, ages 7-14)"	SL.TLF.0714.WK.MA.ZS																																																											
Saudi Arabia	SAU	"Average working hours of children, working only, male, ages 7-14 (hours per week)"	SL.TLF.0714.WK.MA.TM																																																											
Saudi Arabia	SAU	"Children in employment, work only, female (% of female children in employment, ages 7-14)"	SL.TLF.0714.WK.FE.ZS																																																											
Saudi Arabia	SAU	"Average working hours of children, working only, female, ages 7-14 (hours per week)"	SL.TLF.0714.WK.FE.TM																																																											
Saudi Arabia	SAU	"Children in employment, study and work (% of children in employment, ages 7-14)"	SL.TLF.0714.SW.ZS																																																											
Saudi Arabia	SAU	"Average working hours of children, study and work, ages 7-14 (hours per week)"	SL.TLF.0714.SW.TM																																																											
Saudi Arabia	SAU	"Children in employment, study and work, male (% of male children in employment, ages 7-14)"	SL.TLF.0714.SW.MA.ZS																																																											
Saudi Arabia	SAU	"Average working hours of children, study and work, male, ages 7-14 (hours per week)"	SL.TLF.0714.SW.MA.TM																																																											
Saudi Arabia	SAU	"Children in employment, study and work, female (% of female children in employment, ages 7-14)"	SL.TLF.0714.SW.FE.ZS																																																											
Saudi Arabia	SAU	"Average working hours of children, study and work, female, ages 7-14 (hours per week)"	SL.TLF.0714.SW.FE.TM																																																											
Saudi Arabia	SAU	"Children in employment, male (% of male children ages 7-14)"	SL.TLF.0714.MA.ZS																																																											
Saudi Arabia	SAU	"Children in employment, female (% of female children ages 7-14)"	SL.TLF.0714.FE.ZS																																																											
Saudi Arabia	SAU	Employment in services (% of total employment) (modeled ILO estimate)	SL.SRV.EMPL.ZS																																67.20400238	66.40100098	66.36100006	67.70999908	69.19200134	70.42199707	71.73500061	72.19799805	72.76000214	74.01399994	72.95200348	74.38700104	74.85099792	75.31199646	75.93099976	75.76599884	74.86599731	75.93599701	75.50800323	74.34999847	74.00299835	73.04799652	71.77799988	71.70600128	71.16400146	71.5039978	71.1969986	71.10099792
Saudi Arabia	SAU	"Employment in services, male (% of male employment) (modeled ILO estimate)"	SL.SRV.EMPL.MA.ZS																																64.04399872	63.13499832	62.90100098	64.22000122	65.69000244	66.8259964	68.05500031	68.34100342	68.84100342	70.61499786	69.14099884	70.8789978	71.48699951	71.93900299	72.56900024	72.14499664	71.26399994	72.4980011	72.21099854	70.79000092	70.23699951	69.21800232	67.87200165	67.77500153	66.96700287	67.16799927	66.83399963	66.7460022
Saudi Arabia	SAU	"GNI per capita, PPP (constant 2011 international $)"	NY.GNP.PCAP.PP.KD																																									43138.04902	41668.03768	39327.09243	42379.00075	44548.88598	45797.92803	45894.4103	45737.85721	47507.61753	45222.68816	45951.05948	49224.71933	50305.06114	50239.75404	50786.95389	51885.02689	51324.06844	49626.15193	
Saudi Arabia	SAU	"GNI per capita, PPP (current international $)"	NY.GNP.PCAP.PP.CD																															28490	32180	32950	32650	32250	32560	32830	33090	34080	32760	34300	33950	32480	35670	38550	40880	42210	43170	45630	43920	45100	49220	51240	52020	53570	55580	55710	54700	
Saudi Arabia	SAU	GNI per capita (constant LCU)	NY.GNP.PCAP.KN																																									68706.33192	66365.03254	62636.58945	67497.38937	70953.38375	72942.74349	73096.4116	72847.06818	75665.78026	72026.55413	73186.63722	78400.62269	80121.29214	80017.27697	80888.80676	82637.71682	81744.2736	79039.98775	
Saudi Arabia	SAU	GNI per capita growth (annual %)	NY.GNP.PCAP.KD.ZG																																										-3.407690846	-5.618083721	7.760320232	5.120189708	2.803755968	0.210669499	-0.34111581	3.869355558	-4.8096063	1.610632505	7.124231504	2.194714013	-0.129822132	1.089177014	2.162116277	-1.081156706	-3.308226654	
Saudi Arabia	SAU	GNI per capita (constant 2010 US$)	NY.GNP.PCAP.KD																																									18321.68851	17697.34201	16703.09052	17999.30383	18920.90233	19451.39826	19492.37643	19425.88485	20177.5414	19207.0811	19516.43659	20906.83272	21365.6779	21337.94053	21570.34847	22036.72448	21798.47296	21077.33007	
Saudi Arabia	SAU	GNI per capita (current LCU)	NY.GNP.PCAP.CN	1555.139838	1663.018115	1775.369047	1776.697156	1929.504507	2073.855627	2318.948561	2336.277072	2959.172497	3064.024521	3363.94644	4205.216396	4850.127325	6226.930063	20550.70634	21184.29018	29135.80708	31804.76126	31019.92663	39908.40145	54747.35178	58919.35697	48405.60532	40167.67658	35442.78491	31460.62808	26054.4595	24636.47085	24215.34055	24900.12484	28012.99077	29933.17578	29872.794	28428.38174	27799.99169	29089.94697	31063.98925	31852.6314	27928.17004	30274.65549	34387.17465	32725.26349	32680.15546	36001.14633	42048.20807	51910.03768	58012.67549	62678.74005	76466.77412	61568.79743	73186.63722	90426.37021	96136.5928	94877.55713	93809.1499	80006.76917	76768.94005	79529.66969	
Saudi Arabia	SAU	"GNI per capita, Atlas method (current US$)"	NY.GNP.PCAP.CD											930	1000	1150	1600	3160	4500	8000	8750	8850	11120	14200	16440	13890	11260	10080	8960	9090	7660	7590	7040	7340	8270	8450	8000	7680	7770	7990	8190	7970	7610	8110	8480	8330	9440	11000	12610	14120	15760	18420	17880	18750	20900	24050	25440	25570	23900	21730	20090	
Saudi Arabia	SAU	"GNI, PPP (constant 2011 international $)"	NY.GNP.MKTP.PP.KD																																									8.95732E+11	8.87679E+11	8.61511E+11	9.55919E+11	1.03482E+12	1.09483E+12	1.12801E+12	1.155E+12	1.23238E+12	1.2057E+12	1.26024E+12	1.39001E+12	1.46319E+12	1.5044E+12	1.56306E+12	1.63734E+12	1.65652E+12	1.6346E+12	
Saudi Arabia	SAU	"GNI, PPP (current international $)"	NY.GNP.MKTP.PP.CD																															4.65156E+11	5.42886E+11	5.72627E+11	5.83047E+11	5.90542E+11	6.09976E+11	6.28014E+11	6.45453E+11	6.77529E+11	6.64822E+11	7.12223E+11	7.23161E+11	7.11606E+11	8.0464E+11	8.95423E+11	9.77317E+11	1.03739E+12	1.09026E+12	1.18374E+12	1.17105E+12	1.23679E+12	1.39001E+12	1.49037E+12	1.55765E+12	1.64875E+12	1.75404E+12	1.79812E+12	1.80185E+12	
Saudi Arabia	SAU	GNI (constant LCU)	NY.GNP.MKTP.KN																																									1.42664E+12	1.41381E+12	1.37214E+12	1.5225E+12	1.64817E+12	1.74374E+12	1.79659E+12	1.83958E+12	1.96283E+12	1.92034E+12	2.00719E+12	2.21388E+12	2.33044E+12	2.39608E+12	2.48949E+12	2.60781E+12	2.63835E+12	2.60344E+12	
Saudi Arabia	SAU	GNI growth (annual %)	NY.GNP.MKTP.KD.ZG																																										-0.89904522	-2.947853693	10.95834046	8.254092725	5.798900424	3.030354173	2.392872863	6.700077231	-2.164896411	4.523043393	10.29723357	5.264885261	2.816593508	3.898745738	4.752696362	1.171184077	-1.323425716	
Saudi Arabia	SAU	GNI (constant 2010 US$)	NY.GNP.MKTP.KD																																									3.80437E+11	3.77017E+11	3.65903E+11	4.06E+11	4.39512E+11	4.64998E+11	4.79089E+11	4.90553E+11	5.23421E+11	5.12089E+11	5.35251E+11	5.90368E+11	6.2145E+11	6.38953E+11	6.63865E+11	6.95416E+11	7.03561E+11	6.9425E+11	
Saudi Arabia	SAU	GNI (current LCU)	NY.GNP.MKTP.CN	6355139600	7016072200	7745693700	8024735200	9025072100	10044999700	11630000100	12136599600	15942500400	17157397500	19633300000	25656000000	31011200000	41808200000	1.45074E+11	1.57372E+11	2.27802E+11	2.61804E+11	2.69248E+11	3.66344E+11	5.33272E+11	6.10797E+11	5.34789E+11	4.72526E+11	4.42502E+11	4.14938E+11	3.6135E+11	3.57861E+11	3.66989E+11	3.92325E+11	4.57363E+11	5.04908E+11	5.19154E+11	5.07724E+11	5.09048E+11	5.45025E+11	5.94303E+11	6.21304E+11	5.55281E+11	6.14406E+11	7.14026E+11	6.97166E+11	7.15902E+11	8.12057E+11	9.76733E+11	1.24094E+12	1.42585E+12	1.5828E+12	1.98361E+12	1.64152E+12	2.00719E+12	2.55346E+12	2.79626E+12	2.84106E+12	2.88714E+12	2.52479E+12	2.47777E+12	2.61957E+12	
